Date,Gare de départ,Gare d'arrivée,Durée moyenne du trajet,Nombre de circulations prévues,Nombre de trains annulés,Nombre de trains en retard à l'arrivée,Retard moyen des trains en retard à l'arrivée,Retard moyen de tous les trains à l'arrivée
2019-03-01,Lyon Part Dieu,Rennes,237,95,3,11,24.09848485,5.159057971
2019-03-01,Lyon Part Dieu,Lille,190,215,0,56,31.45684524,11.18224806
2019-03-01,Paris Lyon,Annecy,223,170,2,22,45.63636364,8.473214286
2019-03-01,Annecy,Paris Lyon,229,152,0,20,34.2375,6.202192982
2019-03-01,Le Creusot Montceau Montchanin,Paris Lyon,81,220,0,25,13.92466667,1.230606061
2019-03-01,Montpellier,Paris Lyon,208,308,1,29,49.90632184,4.208849077
2019-03-01,Rennes,Paris Montparnasse,99,632,8,134,25.989801,6.304620726
2019-03-01,Angouleme,Paris Montparnasse,125,305,9,41,39.90772358,6.958952703
2019-03-01,La Rochelle Ville,Paris Montparnasse,164,222,2,23,35.89057971,5.671893939
2019-03-01,Paris Lyon,Nimes,177,264,0,35,28.3652381,4.696085859
2019-03-01,Paris Lyon,Mulhouse Ville,169,287,0,23,27.49492754,3.186004646
2019-03-01,Francfort,Paris Est,218,177,3,17,64.78627451,7.536111111
2019-03-01,Poitiers,Paris Montparnasse,94,454,11,67,20.30995025,4.953611738
2019-03-01,Lille,Paris Nord,63,596,4,107,13.72647975,2.885078829
2019-03-01,Reims,Paris Est,46,209,1,25,14.43333333,1.160576923
2019-03-01,Paris Nord,Douai,72,208,6,28,25.48392857,3.027805281
2019-03-01,Geneve,Paris Lyon,192,228,0,21,28.68095238,2.094152047
2019-03-01,Quimper,Paris Montparnasse,222,255,2,23,53.25217391,7.113768116
2019-03-01,Paris Montparnasse,St Pierre Des Corps,60,416,3,60,24.26194444,4.516020985
2019-03-01,Avignon Tgv,Paris Lyon,164,393,5,37,26.74369369,3.600429553
2019-03-01,Paris Montparnasse,Laval,82,249,6,36,24.94444444,4.170027435
2019-03-01,Le Mans,Paris Montparnasse,60,424,6,82,24.39329268,4.989553429
2019-03-01,Metz,Paris Est,85,299,2,58,25.48534483,5.211111111
2019-03-01,Lille,Marseille St Charles,301,202,1,24,44.35972222,7.780762852
2019-03-01,Grenoble,Paris Lyon,182,226,1,12,61.98939394,2.707703704
2019-03-01,Italie,Paris Lyon,447,94,0,22,34.6469697,10.33492908
2019-03-01,Paris Lyon,Barcelona,387,62,0,14,32.71428571,8.435483871
2019-03-01,Paris Nord,Dunkerque,122,255,3,27,29.77777778,3.492063492
2019-03-01,Mulhouse Ville,Paris Lyon,170,323,1,16,29.00729167,0.195859213
2019-03-01,Toulouse Matabiau,Paris Montparnasse,260,182,3,28,64.25357143,12.05744879
2019-03-01,Paris Est,Strasbourg,116,549,9,48,49.82395833,4.267685185
2019-03-01,Douai,Paris Nord,77,210,4,54,13.94197531,4.59538835
2019-03-01,Nice Ville,Paris Lyon,358,165,3,23,39.10652174,6.760082305
2019-03-01,Saint Etienne Chateaucreux,Paris Lyon,168,108,0,10,22.54166667,2.629475309
2019-03-01,Lyon Part Dieu,Marseille St Charles,109,398,2,60,26.64361111,5.34040404
2019-03-01,Paris Lyon,Lausanne,222,145,0,19,34.20701754,7.476206897
2019-03-01,Marseille St Charles,Madrid,463,31,0,3,77.0,4.032258065
2019-03-01,Marseille St Charles,Paris Lyon,202,490,5,30,44.75555556,3.473161512
2019-04-01,Paris Lyon,Chambery Challes Les Eaux,181,162,0,15,28.95444444,3.851440329
2019-04-01,Paris Montparnasse,St Pierre Des Corps,60,393,0,51,18.21078431,3.15793045
2019-04-01,Arras,Paris Nord,50,309,2,72,20.50231481,5.506623236
2019-04-01,Lyon Part Dieu,Marseille St Charles,104,363,1,75,29.54822222,7.47592081
2019-04-01,Paris Lyon,Barcelona,314,56,0,8,29.625,6.910714286
2019-04-01,Bordeaux St Jean,Paris Montparnasse,142,812,2,64,26.65651042,3.150164609
2019-04-01,Reims,Paris Est,46,196,2,14,17.25,2.080670103
2019-04-01,Strasbourg,Nantes,295,55,2,6,31.64166667,6.477987421
2019-04-01,Dunkerque,Paris Nord,117,239,2,14,33.16309524,2.861040788
2019-04-01,Lille,Lyon Part Dieu,191,223,2,32,40.3734375,6.795927602
2019-04-01,Aix En Provence Tgv,Paris Lyon,184,373,3,24,44.05,3.298198198
2019-04-01,Paris Montparnasse,Nantes,128,529,1,84,31.03253968,6.853882576
2019-04-01,Rennes,Lyon Part Dieu,234,95,3,13,59.40128205,8.792210145
2019-04-01,Paris Lyon,Le Creusot Montceau Montchanin,80,192,0,11,14.70757576,0.3515625
2019-04-01,Paris Nord,Douai,72,197,4,38,22.31578947,3.415457686
2019-04-01,Montpellier,Paris Lyon,207,307,0,22,32.53712121,1.329207383
2019-04-01,Nimes,Paris Lyon,176,314,0,27,28.6808642,1.364065817
2019-04-01,Quimper,Paris Montparnasse,222,235,0,17,30.48529412,4.08070922
2019-04-01,Nice Ville,Paris Lyon,355,170,3,19,38.15175439,4.005688623
2019-04-01,Paris Montparnasse,Toulouse Matabiau,259,154,0,14,47.16547619,4.976515152
2019-04-01,Strasbourg,Paris Est,116,514,14,47,22.01453901,2.978966667
2019-04-01,Paris Lyon,Dijon Ville,96,421,1,11,17.97424242,0.051944444
2019-04-01,Besancon Franche Comte Tgv,Paris Lyon,131,188,0,12,22.52916667,0.701861702
2019-04-01,Paris Montparnasse,Poitiers,93,496,0,62,19.61774194,3.524764785
2019-04-01,Brest,Paris Montparnasse,226,262,1,17,29.05588235,3.743805875
2019-04-01,Laval,Paris Montparnasse,85,216,0,28,20.2077381,4.733024691
2019-04-01,Poitiers,Paris Montparnasse,94,414,0,52,15.92051282,3.306119163
2019-04-01,Paris Montparnasse,Rennes,98,617,6,64,27.16510417,3.274386252
2019-04-01,Lyon Part Dieu,Marne La Vallee,109,238,5,41,28.53739837,5.201716738
2019-04-01,Paris Lyon,Aix En Provence Tgv,183,383,0,26,31.17564103,3.495953003
2019-04-01,Paris Lyon,Mulhouse Ville,168,295,0,17,21.8754902,2.356271186
2019-04-01,Paris Lyon,Lausanne,219,138,1,27,32.09197531,9.887104623
2019-04-01,Paris Lyon,Valence Alixan Tgv,131,272,0,23,23.77898551,2.524877451
2019-04-01,Paris Nord,Arras,55,310,12,56,19.44107143,3.781319911
2019-04-01,Angers Saint Laud,Paris Montparnasse,93,410,0,82,27.56443089,6.446422764
2019-04-01,Paris Montparnasse,Angers Saint Laud,90,415,1,65,27.15230769,5.489975845
2019-04-01,Toulouse Matabiau,Paris Montparnasse,258,156,0,12,29.61944444,3.4125
2019-04-01,Tourcoing,Bordeaux St Jean,289,27,0,5,46.28,8.102469136
2019-04-01,Paris Lyon,Nimes,176,276,0,32,24.22083333,3.419504831
2019-04-01,Paris Lyon,Perpignan,308,168,0,19,41.38684211,5.161805556
2019-04-01,Paris Lyon,Toulon,243,220,0,19,34.7377193,2.369015152
2019-04-01,Marne La Vallee,Lyon Part Dieu,111,286,4,45,34.19481481,5.81501182
2019-04-01,Marseille St Charles,Lyon Part Dieu,101,346,4,30,29.22055556,4.89668616
2019-04-01,Paris Lyon,Geneve,179,187,1,11,20.37424242,2.703315412
2019-04-01,Marseille St Charles,Madrid,461,1,0,0,0.0,-4.0
2019-04-01,Metz,Paris Est,85,303,6,63,17.18253968,4.198709315
2019-04-01,Paris Est,Nancy,95,279,1,11,39.11818182,2.404856115
2019-04-01,Francfort,Paris Est,215,165,5,18,39.47407407,5.9034375
2019-04-01,Paris Est,Strasbourg,115,529,11,34,37.47254902,2.586808237
2019-04-01,Tours,Paris Montparnasse,75,181,1,28,16.15059524,3.134907407
2019-04-01,Bordeaux St Jean,Tourcoing,298,6,0,1,76.0,14.0
2019-04-01,Paris Montparnasse,St Malo,162,96,3,4,28.02083333,0.66953405
2019-04-01,Annecy,Paris Lyon,228,135,3,19,34.02807018,5.436742424
2019-04-01,Avignon Tgv,Paris Lyon,165,379,3,39,29.76581197,3.246320922
2019-04-01,Montpellier,Lyon Part Dieu,112,191,8,30,26.84,6.130601093
2019-04-01,St Pierre Des Corps,Paris Montparnasse,61,411,1,66,15.30050505,3.150772358
2019-04-01,Madrid,Marseille St Charles,209,27,0,3,25.95,5.498148148
2019-04-01,Paris Montparnasse,Bordeaux St Jean,146,769,4,57,29.82573099,1.395359477
2019-04-01,Paris Lyon,Annecy,223,140,2,9,35.94444444,4.59057971
2019-04-01,Paris Est,Francfort,213,165,5,20,47.405,8.738541667
2019-04-01,Geneve,Paris Lyon,178,213,1,11,20.25151515,0.155503145
2019-04-01,Vannes,Paris Montparnasse,155,243,0,34,24.65686275,4.765294925
2019-04-01,Paris Lyon,Lyon Part Dieu,119,560,1,22,19.99545455,0.393649374
2019-04-01,Paris Montparnasse,Laval,82,232,2,30,21.31944444,3.745
2019-04-01,Macon Loche,Paris Lyon,100,187,2,13,27.65641026,2.348918919
2019-04-01,Paris Lyon,Nice Ville,351,167,0,18,45.58518519,6.614471058
2019-04-01,Nantes,Strasbourg,299,52,0,6,23.45555556,4.45224359
2019-04-01,Paris Nord,Lille,68,600,17,114,21.15570175,4.182961692
2019-04-01,Lille,Marseille St Charles,299,189,0,18,39.7962963,5.162257496
2019-04-01,Dijon Ville,Paris Lyon,99,417,0,29,34.3362069,1.881414868
2019-04-01,Grenoble,Paris Lyon,183,204,0,10,35.59444444,1.33251634
2019-04-01,Lyon Part Dieu,Paris Lyon,120,585,3,31,24.72419355,1.562084765
2019-04-01,Paris Lyon,Macon Loche,96,199,2,11,31.33333333,2.139170897
2019-04-01,Lille,Paris Nord,63,569,13,74,19.66373874,2.699730216
2019-04-01,Paris Est,Reims,46,203,3,16,23.6,2.494
2019-04-01,Paris Lyon,Italie,426,64,0,6,40.25,2.171875
2019-04-01,Lyon Part Dieu,Rennes,235,86,3,14,33.61785714,7.959236948
2019-04-01,Paris Montparnasse,La Rochelle Ville,169,210,0,20,22.3,2.471428571
2019-04-01,Paris Montparnasse,Quimper,221,240,0,12,43.04166667,2.81875
2019-04-01,Marseille St Charles,Lille,287,197,2,36,41.06064815,9.846837607
2019-04-01,Marne La Vallee,Marseille St Charles,214,248,0,32,35.5,6.137634409
2019-04-01,Paris Lyon,Saint Etienne Chateaucreux,171,108,0,7,15.34761905,1.999537037
2019-04-01,Douai,Paris Nord,77,200,2,50,18.45266667,5.438468013
2019-04-01,Bellegarde (Ain),Paris Lyon,162,224,1,13,19.76794872,0.051345291
2019-04-01,Nancy,Paris Est,96,289,2,22,20.55378788,2.3970964
2019-04-01,Paris Lyon,Zurich,240,141,0,12,29.08472222,5.017730496
2019-04-01,La Rochelle Ville,Paris Montparnasse,164,204,0,13,25.56153846,3.435375817
2019-04-01,Paris Montparnasse,Vannes,152,230,0,21,30.69047619,3.458695652
2019-04-01,Marseille St Charles,Marne La Vallee,209,236,2,30,38.22111111,5.732621083
2019-04-01,Paris Lyon,Avignon Tgv,161,424,0,38,24.82105263,2.802004717
2019-04-01,Nantes,Paris Montparnasse,131,517,0,79,35.43881857,6.951515152
2019-04-01,Mulhouse Ville,Paris Lyon,170,299,0,19,28.16754386,0.657134894
2019-04-01,Italie,Paris Lyon,440,66,2,14,22.925,5.362760417
2019-04-01,Paris Est,Stuttgart,185,142,3,13,34.16666667,6.59352518
2019-04-01,Angouleme,Paris Montparnasse,124,278,0,30,24.43444444,3.930635492
2019-04-01,Paris Montparnasse,Brest,221,261,2,14,29.03571429,2.305019305
2019-04-01,Rennes,Paris Montparnasse,99,580,1,100,21.1285,4.591393207
2019-04-01,Valence Alixan Tgv,Paris Lyon,133,290,0,28,28.28988095,1.839942529
2019-04-01,Barcelona,Paris Lyon,317,56,0,6,42.41388889,2.948214286
2019-04-01,Paris Lyon,Besancon Franche Comte Tgv,129,185,1,11,24.77272727,2.278804348
2019-04-01,Lyon Part Dieu,Montpellier,114,199,17,40,30.86291667,7.28489011
2019-04-01,Paris Montparnasse,Le Mans,55,441,3,61,22.76202186,3.526065449
2019-04-01,Paris Nord,Dunkerque,122,248,2,39,31.58974359,5.170731707
2019-04-01,Perpignan,Paris Lyon,304,145,0,10,37.28666667,1.177586207
2019-04-01,Toulon,Paris Lyon,247,223,3,20,37.89333333,3.480075758
2019-04-01,Le Mans,Paris Montparnasse,58,425,0,94,21.52411348,5.287333333
2019-04-01,St Malo,Paris Montparnasse,160,85,0,10,29.48666667,4.681960784
2019-04-01,Paris Montparnasse,Tours,72,179,0,30,16.06166667,3.488454376
2019-04-01,Paris Lyon,Marseille St Charles,196,497,0,38,32.01885965,3.78433937
2019-04-01,Saint Etienne Chateaucreux,Paris Lyon,169,108,1,6,37.88333333,3.298753894
2019-04-01,Lausanne,Paris Lyon,220,137,1,7,70.15238095,3.996813725
2019-04-01,Paris Montparnasse,Angouleme,127,279,0,30,27.09777778,3.469892473
2019-04-01,Paris Lyon,Grenoble,182,205,0,14,32.25,3.551219512
2019-04-01,Le Creusot Montceau Montchanin,Paris Lyon,81,206,1,31,12.06666667,1.419593496
2019-04-01,Lyon Part Dieu,Lille,191,210,6,52,36.125,11.63316993
2019-04-01,Marseille St Charles,Tourcoing,305,7,0,1,28.0,5.285714286
2019-04-01,Zurich,Paris Lyon,241,141,0,6,44.17222222,0.655910165
2019-04-01,Paris Est,Metz,85,314,5,19,33.91842105,1.504368932
2019-04-01,Paris Lyon,Bellegarde (Ain),162,202,1,16,18.29895833,3.543781095
2019-04-01,Chambery Challes Les Eaux,Paris Lyon,187,155,4,23,26.09202899,3.742604857
2019-04-01,Paris Lyon,Montpellier,208,254,0,25,28.35866667,3.706233596
2019-04-01,Stuttgart,Paris Est,183,144,6,13,36.9974359,4.616908213
2019-04-01,Marseille St Charles,Paris Lyon,199,466,3,34,42.3377451,3.241648668
2019-05-01,Le Mans,Paris Montparnasse,57,450,4,57,19.22134503,2.503550075
2019-05-01,Lyon Part Dieu,Rennes,233,100,10,23,76.12173913,20.77074074
2019-05-01,Rennes,Lyon Part Dieu,235,99,0,14,40.64880952,6.428619529
2019-05-01,Lille,Paris Nord,63,601,34,75,21.19977778,3.078336273
2019-05-01,Strasbourg,Paris Est,116,512,16,49,30.83945578,4.088306452
2019-05-01,Marseille St Charles,Tourcoing,303,8,0,0,0.0,0.75
2019-05-01,Lyon Part Dieu,Lille,188,272,63,52,32.30192308,10.99441786
2019-05-01,Chambery Challes Les Eaux,Paris Lyon,187,132,3,16,43.765625,5.491472868
2019-05-01,Nimes,Paris Lyon,176,341,4,55,34.55060606,4.686646884
2019-05-01,Paris Lyon,Dijon Ville,96,442,0,27,28.45925926,1.957767722
2019-05-01,Dijon Ville,Paris Lyon,98,446,0,34,24.51029412,1.815433483
2019-05-01,Paris Lyon,Lausanne,203,144,0,21,27.0452381,6.198726852
2019-05-01,Zurich,Paris Lyon,214,146,0,8,19.39166667,0.927739726
2019-05-01,Paris Montparnasse,Bordeaux St Jean,146,794,0,32,26.04791667,0.162132662
2019-05-01,Aix En Provence Tgv,Paris Lyon,184,432,36,32,62.80260417,5.241835017
2019-05-01,Lyon Part Dieu,Paris Lyon,121,644,27,69,50.25990338,6.101728795
2019-05-01,Paris Lyon,Toulon,242,202,0,21,39.69126984,2.540429043
2019-05-01,Paris Montparnasse,Toulouse Matabiau,260,165,0,14,33.225,2.652626263
2019-05-01,Paris Est,Nancy,95,292,0,6,24.825,0.354965753
2019-05-01,Paris Lyon,Montpellier,209,283,4,26,49.53525641,7.042951016
2019-05-01,Paris Est,Strasbourg,115,525,0,35,24.61333333,1.633047619
2019-05-01,Marseille St Charles,Marne La Vallee,210,262,15,37,47.2018018,7.714844804
2019-05-01,Lyon Part Dieu,Marne La Vallee,109,294,56,44,31.45416667,6.613445378
2019-05-01,Paris Est,Reims,46,212,2,14,12.29761905,1.10968254
2019-05-01,Paris Montparnasse,Angers Saint Laud,90,438,0,39,22.0991453,2.806050228
2019-05-01,Strasbourg,Nantes,294,56,0,3,42.46111111,4.081845238
2019-05-01,Paris Nord,Arras,51,297,2,40,25.58916667,3.687231638
2019-05-01,Paris Lyon,Bellegarde (Ain),162,212,0,36,24.48287037,6.054874214
2019-05-01,Montpellier,Lyon Part Dieu,112,225,30,24,48.22152778,7.955042735
2019-05-01,Paris Montparnasse,Le Mans,55,464,0,46,13.81304348,2.013074713
2019-05-01,Paris Montparnasse,Quimper,221,253,0,16,49.875,3.78458498
2019-05-01,Nantes,Strasbourg,300,61,7,8,48.40625,7.980246914
2019-05-01,Lyon Part Dieu,Montpellier,114,228,12,47,37.64397163,9.49220679
2019-05-01,Paris Montparnasse,Nantes,128,574,0,41,31.22317073,4.057665505
2019-05-01,Arras,Paris Nord,51,312,6,54,15.59444444,4.717374728
2019-05-01,Macon Loche,Paris Lyon,99,191,0,15,21.26666667,2.038219895
2019-05-01,Mulhouse Ville,Paris Lyon,169,315,0,20,21.75916667,0.654074074
2019-05-01,Laval,Paris Montparnasse,85,228,4,27,11.61851852,1.671056548
2019-05-01,Marseille St Charles,Paris Lyon,199,546,36,44,56.1125,5.126405229
2019-05-01,Perpignan,Paris Lyon,303,156,0,20,42.69,4.923504274
2019-05-01,Paris Est,Stuttgart,179,148,0,16,27.40104167,5.999211712
2019-05-01,Marne La Vallee,Marseille St Charles,214,261,0,35,40.86428571,7.256385696
2019-05-01,Paris Montparnasse,Brest,221,273,0,16,40.65625,2.633699634
2019-05-01,Metz,Paris Est,85,305,4,51,18.0369281,3.668715393
2019-05-01,Toulon,Paris Lyon,248,250,36,23,55.83405797,5.95046729
2019-05-01,Nice Ville,Paris Lyon,355,193,18,21,53.61349206,6.479238095
2019-05-01,Paris Montparnasse,St Pierre Des Corps,60,412,0,49,11.43163265,2.055582524
2019-05-01,Paris Montparnasse,La Rochelle Ville,171,219,0,6,17.5,0.51369863
2019-05-01,Tours,Paris Montparnasse,75,186,0,18,12.91759259,1.59390681
2019-05-01,Lille,Lyon Part Dieu,191,256,5,24,27.35416667,4.201992032
2019-05-01,Paris Lyon,Avignon Tgv,161,455,0,43,37.14844961,3.978168498
2019-05-01,Avignon Tgv,Paris Lyon,165,441,36,50,38.67266667,4.827119342
2019-05-01,Grenoble,Paris Lyon,187,213,0,17,50.49705882,3.822691706
2019-05-01,Besancon Franche Comte Tgv,Paris Lyon,131,195,0,8,28.69166667,0.544444444
2019-05-01,Montpellier,Paris Lyon,206,338,4,38,42.70701754,4.492814371
2019-05-01,Paris Lyon,Perpignan,308,179,0,22,38.45681818,5.083519553
2019-05-01,Paris Lyon,Barcelona,320,61,0,7,50.25238095,9.596174863
2019-05-01,Marseille St Charles,Lyon Part Dieu,101,377,15,47,24.51985816,5.163535912
2019-05-01,Francfort,Paris Est,214,180,4,17,35.49117647,5.426041667
2019-05-01,Geneve,Paris Lyon,170,225,0,26,34.86538462,4.538148148
2019-05-01,Italie,Paris Lyon,452,61,0,7,40.31666667,5.549726776
2019-05-01,La Rochelle Ville,Paris Montparnasse,165,215,0,10,25.60833333,2.819922481
2019-05-01,Paris Montparnasse,Tours,72,181,0,28,9.379761905,2.262707182
2019-05-01,Paris Lyon,Aix En Provence Tgv,183,403,0,32,47.26302083,4.888957816
2019-05-01,Brest,Paris Montparnasse,226,275,4,13,33.58974359,3.031365314
2019-05-01,Paris Lyon,Le Creusot Montceau Montchanin,80,199,0,20,27.20583333,2.472026801
2019-05-01,Vannes,Paris Montparnasse,155,269,13,17,31.60294118,2.977734375
2019-05-01,Annecy,Paris Lyon,230,142,3,11,42.45757576,3.967625899
2019-05-01,Paris Lyon,Chambery Challes Les Eaux,181,139,0,16,31.77291667,5.512829736
2019-05-01,Paris Est,Francfort,192,175,0,21,40.01111111,7.673904762
2019-05-01,Paris Lyon,Grenoble,186,223,0,23,43.43478261,6.280269058
2019-05-01,Lyon Part Dieu,Marseille St Charles,104,403,8,79,26.87616034,6.473586498
2019-05-01,Lausanne,Paris Lyon,206,145,0,14,37.96785714,4.006666667
2019-05-01,Marseille St Charles,Madrid,199,31,0,2,25.25,2.744086022
2019-05-01,Paris Nord,Dunkerque,118,251,0,25,27.4,2.780876494
2019-05-01,Dunkerque,Paris Nord,117,239,0,13,39.38717949,3.266248257
2019-05-01,Marseille St Charles,Lille,283,230,22,48,39.084375,10.98020833
2019-05-01,Angers Saint Laud,Paris Montparnasse,92,444,3,54,23.90864198,3.013303099
2019-05-01,Paris Montparnasse,St Malo,156,100,0,9,26.18888889,2.3925
2019-05-01,Paris Est,Metz,85,318,0,26,14.76217949,0.450366876
2019-05-01,Nantes,Paris Montparnasse,131,561,5,56,25.29642857,3.000119904
2019-05-01,Paris Montparnasse,Poitiers,93,520,0,34,16.83627451,1.537724359
2019-05-01,Toulouse Matabiau,Paris Montparnasse,259,172,3,11,31.33484848,3.533629191
2019-05-01,Nancy,Paris Est,96,295,4,10,18.03666667,1.632875143
2019-05-01,Bordeaux St Jean,Tourcoing,300,25,0,2,22.5,4.52
2019-05-01,Paris Lyon,Mulhouse Ville,168,308,0,21,22.7952381,2.3254329
2019-05-01,Paris Lyon,Saint Etienne Chateaucreux,169,114,0,20,27.05583333,6.125877193
2019-05-01,Paris Lyon,Zurich,210,148,0,28,32.65297619,8.296058559
2019-05-01,Douai,Paris Nord,77,208,4,42,17.48531746,4.328431373
2019-05-01,Bellegarde (Ain),Paris Lyon,162,226,0,27,35.21728395,3.867330383
2019-05-01,Stuttgart,Paris Est,183,146,0,16,28.49479167,4.16609589
2019-05-01,Angouleme,Paris Montparnasse,124,293,0,24,22.01319444,2.83589306
2019-05-01,Paris Nord,Douai,69,197,0,24,26.02222222,2.294585448
2019-05-01,Paris Lyon,Nice Ville,351,171,0,21,60.65238095,8.885769981
2019-05-01,Paris Lyon,Lyon Part Dieu,119,581,0,63,33.46216931,3.594406196
2019-05-01,Paris Lyon,Italie,425,62,0,3,19.5,-0.427419355
2019-05-01,St Malo,Paris Montparnasse,158,87,0,5,43.33333333,3.12835249
2019-05-01,Marne La Vallee,Lyon Part Dieu,111,303,5,35,23.82,3.547706935
2019-05-01,Paris Lyon,Nimes,176,302,4,40,33.33333333,4.927572707
2019-05-01,Paris Lyon,Valence Alixan Tgv,131,310,4,38,29.25789474,3.955827887
2019-05-01,Paris Montparnasse,Angouleme,127,295,0,16,24.096875,1.82920904
2019-05-01,Bordeaux St Jean,Paris Montparnasse,143,858,12,51,22.27254902,2.346237195
2019-05-01,Paris Montparnasse,Vannes,152,236,0,26,35.92307692,4.824152542
2019-05-01,Tourcoing,Bordeaux St Jean,289,28,0,2,22.225,1.072619048
2019-05-01,Valence Alixan Tgv,Paris Lyon,133,320,4,52,39.06570513,5.614398734
2019-05-01,Reims,Paris Est,46,203,4,21,10.72539683,1.826884422
2019-05-01,Paris Nord,Lille,64,598,6,97,19.75223368,3.357150901
2019-05-01,Paris Lyon,Macon Loche,96,199,0,16,33.071875,3.0319933
2019-05-01,Paris Lyon,Besancon Franche Comte Tgv,129,202,0,16,20.3375,2.044389439
2019-05-01,Lille,Marseille St Charles,298,199,0,24,42.14166667,6.835678392
2019-05-01,Paris Lyon,Geneve,170,203,0,28,24.85297619,5.959852217
2019-05-01,Paris Montparnasse,Laval,81,243,0,30,14.59777778,2.516323731
2019-05-01,Poitiers,Paris Montparnasse,95,428,0,47,17.03652482,2.608099688
2019-05-01,Le Creusot Montceau Montchanin,Paris Lyon,81,230,15,33,23.41262626,2.988294574
2019-05-01,Paris Montparnasse,Rennes,98,638,0,43,21.40542636,1.651671891
2019-05-01,St Pierre Des Corps,Paris Montparnasse,61,430,0,54,15.43765432,2.333062016
2019-05-01,Paris Lyon,Annecy,225,146,0,15,41.66666667,6.054794521
2019-05-01,Saint Etienne Chateaucreux,Paris Lyon,168,119,6,12,64.6,7.482153392
2019-05-01,Madrid,Marseille St Charles,191,31,0,3,38.97222222,7.298387097
2019-05-01,Barcelona,Paris Lyon,328,61,0,7,43.70238095,10.7557377
2019-05-01,Quimper,Paris Montparnasse,222,259,13,6,44.76111111,2.387398374
2019-05-01,Rennes,Paris Montparnasse,99,619,17,66,17.55479798,2.517026578
2019-05-01,Paris Lyon,Marseille St Charles,196,537,0,36,42.59166667,4.132122905
2019-06-01,Metz,Paris Est,86,305,0,68,23.43970588,6.161693989
2019-06-01,Douai,Paris Nord,77,203,9,38,14.43289474,3.574914089
2019-06-01,Paris Est,Strasbourg,116,501,0,41,36.02723577,3.1999002
2019-06-01,Francfort,Paris Est,227,162,5,25,33.31666667,7.867409766
2019-06-01,Paris Montparnasse,Le Mans,59,452,5,96,17.05572917,4.151304996
2019-06-01,Paris Nord,Douai,67,191,0,37,22.29054054,3.669720768
2019-06-01,Paris Lyon,Dijon Ville,95,439,0,53,37.20691824,4.615451784
2019-06-01,Barcelona,Paris Lyon,324,91,0,23,46.17708333,20.85347985
2019-06-01,Paris Est,Metz,85,317,0,31,22.1688172,1.950105152
2019-06-01,Paris Montparnasse,Tours,79,176,4,39,26.54529915,6.775968992
2019-06-01,Besancon Franche Comte Tgv,Paris Lyon,131,196,3,17,51.1245098,4.486960276
2019-06-01,Paris Montparnasse,Angers Saint Laud,95,425,2,89,22.30355805,5.629669031
2019-06-01,Angouleme,Paris Montparnasse,130,283,0,67,46.27761194,12.44658422
2019-06-01,Laval,Paris Montparnasse,89,227,12,37,30.36126126,6.122635659
2019-06-01,Marne La Vallee,Marseille St Charles,214,254,0,40,43.69083333,9.04855643
2019-06-01,Paris Lyon,Bellegarde (Ain),164,204,0,34,29.87107843,6.399754902
2019-06-01,Saint Etienne Chateaucreux,Paris Lyon,168,117,7,18,28.83425926,5.622727273
2019-06-01,Paris Est,Nancy,97,277,0,24,36.975,4.49566787
2019-06-01,Paris Lyon,Valence Alixan Tgv,131,292,0,31,51.87634409,5.97283105
2019-06-01,Bordeaux St Jean,Paris Montparnasse,148,960,127,167,55.11227545,13.03135254
2019-06-01,Rennes,Lyon Part Dieu,257,102,0,16,45.478125,7.819444444
2019-06-01,Paris Montparnasse,Quimper,226,255,5,33,40.10606061,6.65
2019-06-01,Paris Lyon,Marseille St Charles,197,538,0,53,43.27484277,6.027106568
2019-06-01,Paris Lyon,Nimes,176,322,0,45,57.49259259,8.84073499
2019-06-01,Zurich,Paris Lyon,233,144,0,16,68.73020833,7.649884259
2019-06-01,Nantes,Strasbourg,302,58,0,12,32.47916667,7.845689655
2019-06-01,Montpellier,Paris Lyon,207,336,0,53,67.55251572,10.33928571
2019-06-01,Paris Lyon,Barcelona,313,92,0,14,93.35357143,22.4932971
2019-06-01,Vannes,Paris Montparnasse,160,261,11,32,31.23177083,5.183466667
2019-06-01,Paris Est,Reims,46,213,4,33,25.79343434,4.540909091
2019-06-01,Paris Lyon,Lyon Part Dieu,119,569,0,52,33.82660256,3.411277094
2019-06-01,Lyon Part Dieu,Montpellier,114,228,21,43,35.83333333,7.792109501
2019-06-01,Marseille St Charles,Madrid,193,30,0,4,109.0958333,14.85444444
2019-06-01,Angers Saint Laud,Paris Montparnasse,97,474,45,91,32.22619048,7.922261072
2019-06-01,Paris Montparnasse,Poitiers,98,506,0,89,35.22715356,7.235803689
2019-06-01,Paris Montparnasse,St Malo,160,99,0,13,39.68333333,5.97003367
2019-06-01,Lyon Part Dieu,Marne La Vallee,109,313,77,57,27.7125731,7.518855932
2019-06-01,Paris Lyon,Le Creusot Montceau Montchanin,80,198,0,19,25.05087719,3.230892256
2019-06-01,Le Creusot Montceau Montchanin,Paris Lyon,81,218,7,48,22.57361111,4.88436019
2019-06-01,Lyon Part Dieu,Paris Lyon,120,625,25,104,30.98653846,5.969055556
2019-06-01,Mulhouse Ville,Paris Lyon,169,301,0,34,57.1004902,6.092801772
2019-06-01,Paris Montparnasse,Nantes,133,548,2,104,31.16041667,7.089713065
2019-06-01,Perpignan,Paris Lyon,303,158,0,27,59.18518519,9.800843882
