Date,Gare de départ,Gare d'arrivée,Durée moyenne du trajet,Nombre de circulations prévues,Nombre de trains annulés,Nombre de trains en retard à l'arrivée,Retard moyen des trains en retard à l'arrivée,Retard moyen de tous les trains à l'arrivée
2021-06-01,Paris Lyon,Marseille St Charles,193,561,1,83,50.56706827,9.164494048
2021-06-01,Quimper,Paris Montparnasse,228,235,0,18,41.06203704,5.003062678
2021-06-01,Reims,Paris Est,46,206,0,22,25.95833333,2.9572815533980603
2021-06-01,Paris Lyon,Italie,428,62,0,7,51.92857143,3.677419355
2021-06-01,Le Creusot Montceau Montchanin,Paris Lyon,79,186,0,30,28.47666667,4.640412186
2021-06-01,Marseille St Charles,Tourcoing,304,30,0,7,47.64285714,10.61666667
2021-06-01,Montpellier,Lyon Part Dieu,114,170,0,33,41.67121212,9.368540434
2021-06-01,Paris Lyon,Bellegarde (Ain),163,116,0,8,37.77708333,4.590804598
2021-06-01,Paris Lyon,Lyon Part Dieu,119,613,2,52,27.33461538,2.492771413
2021-06-01,Paris Lyon,Nimes,176,241,2,37,33.1981982,6.134379358
2021-06-01,Paris Montparnasse,Laval,88,237,0,18,15.37592593,2.064767932
2021-06-01,Paris Montparnasse,Nantes,140,469,0,35,27.11238095,2.6267590618336905
2021-06-01,Paris Montparnasse,Vannes,159,246,0,31,25.91935484,4.906504065
2021-06-01,Le Mans,Paris Montparnasse,59,389,0,63,21.31957672,3.815635739
2021-06-01,Paris Lyon,Besancon Franche Comte Tgv,129,154,0,7,32.2952381,1.660822511
2021-06-01,Paris Lyon,Le Creusot Montceau Montchanin,79,206,0,17,21.24411765,1.205097087
2021-06-01,Saint Etienne Chateaucreux,Paris Lyon,179,69,0,5,56.68,6.364215686
2021-06-01,Vannes,Paris Montparnasse,160,257,0,27,32.53148148,4.796757458
2021-06-01,Bellegarde (Ain),Paris Lyon,161,120,0,9,25.15,0.758333333
2021-06-01,Bordeaux St Jean,Tourcoing,319,30,0,1,22.0,-1.866666667
2021-06-01,Dijon Ville,Paris Lyon,98,297,0,15,45.75666667,1.973198198
2021-06-01,La Rochelle Ville,Paris Montparnasse,171,178,0,4,24.50833333,2.012921348
2021-06-01,Paris Lyon,Nice Ville,356,239,2,30,54.74666666666669,7.216947961
2021-06-01,Paris Montparnasse,Brest,231,234,1,12,39.29166667,2.474248927
2021-06-01,Paris Nord,Lille,68,492,0,43,23.44227177,1.7307926829268312
2021-06-01,Valence Alixan Tgv,Paris Lyon,132,411,0,98,44.37397959,8.525945017
2021-06-01,Paris Montparnasse,Le Mans,63,419,0,39,16.62264957,0.687151949
2021-06-01,Lille,Marseille St Charles,299,201,0,32,49.589015151515135,8.249834162520736
2021-06-01,Lyon Part Dieu,Montpellier,115,208,1,40,34.71583333,6.738808374
2021-06-01,Chambery Challes Les Eaux,Paris Lyon,183,141,0,40,29.84416667,9.634166667
2021-06-01,Paris Montparnasse,St Malo,161,98,0,9,38.80185185,3.879421769
2021-06-01,Paris Lyon,Barcelona,399,29,0,0,0.0,0.0
2021-06-01,Paris Lyon,Annecy,222,136,1,9,45.05555556,5.181481481
2021-06-01,Francfort,Paris Est,235,120,0,9,37.36481481,4.082492997
2021-06-01,Geneve,Paris Lyon,192,116,0,5,26.93666667,0.281321839
2021-06-01,Angouleme,Paris Montparnasse,128,242,0,15,30.24777778,2.971418733
2021-06-01,Brest,Paris Montparnasse,230,241,0,19,49.25263157894741,5.573582296
2021-06-01,Douai,Paris Nord,75,192,0,35,15.82428571,3.549122807
2021-06-01,Lyon Part Dieu,Rennes,235,73,0,17,47.63235294,14.387442922374396
2021-06-01,Marseille St Charles,Lille,284,199,0,36,62.143093596059096,8.959547738693468
2021-06-01,Nantes,Strasbourg,320,38,0,6,38.72777778,6.934210526315791
2021-06-01,Perpignan,Paris Lyon,308,183,0,41,51.64512195,11.685897435897498
2021-06-01,St Malo,Paris Montparnasse,159,90,0,12,26.325,4.41037037
2021-06-01,Montpellier,Paris Lyon,206,251,0,61,49.45546448087431,12.72961487
2021-06-01,Paris Lyon,Macon Loche,95,183,0,13,35.64487179,2.874863388
2021-06-01,St Pierre Des Corps,Paris Montparnasse,64,431,0,44,17.13295455,2.352131783
2021-06-01,Marne La Vallee,Lyon Part Dieu,107,366,0,47,31.14397163,4.765384615
2021-06-01,Tourcoing,Bordeaux St Jean,303,30,0,6,49.8,9.35
2021-06-01,Lyon Part Dieu,Marseille St Charles,105,410,1,85,41.01882353,9.510920945
2021-06-01,Poitiers,Paris Montparnasse,96,372,0,32,17.6453125,2.250539084
2021-06-01,Marseille St Charles,Lyon Part Dieu,104,401,0,60,35.1225,6.689276808
2021-06-01,Paris Est,Metz,87,222,0,24,25.26388889,3.021546547
2021-06-01,Paris Est,Stuttgart,203,81,0,0,0.0,0.0
2021-06-01,Nimes,Paris Lyon,176,251,0,71,44.36877934,12.72961487
2021-06-01,Angers Saint Laud,Paris Montparnasse,97,466,0,69,28.72777778,4.876077586
2021-06-01,Nice Ville,Paris Lyon,355,245,0,46,73.27644928,11.85314208
2021-06-01,Paris Est,Nancy,95,240,0,20,36.79583333,3.5294444444444406
2021-06-01,Paris Lyon,Toulon,239,320,1,53,44.26823899,7.682915361
2021-06-01,Paris Montparnasse,La Rochelle Ville,180,180,0,11,33.63636364,2.908333333
2021-06-01,Paris Est,Francfort,228,124,0,8,26.677083333333297,4.392069892
2021-06-01,Zurich,Paris Lyon,244,86,1,5,57.77333333,1.654761905
2021-06-01,Annecy,Paris Lyon,226,132,0,20,32.76416667,5.992875318
2021-06-01,Paris Est,Strasbourg,125,410,2,25,43.55,2.381576797
2021-06-01,Paris Lyon,Montpellier,206,241,0,36,36.72453704,6.116182573
2021-06-01,Paris Montparnasse,Quimper,228,238,2,13,30.15384615,1.754237288
2021-06-01,Strasbourg,Nantes,309,38,2,3,42.06111111,4.783796296
2021-06-01,Paris Lyon,Chambery Challes Les Eaux,177,131,0,11,46.80454545,4.361195929
2021-06-01,Paris Lyon,Mulhouse Ville,172,222,0,12,27.6,1.752102102
2021-06-01,Italie,Paris Lyon,444,62,0,22,30.39621212121209,13.57258065
2021-06-01,Lyon Part Dieu,Lille,186,288,0,60,38.09938255152807,8.509606481481448
2021-06-01,Paris Lyon,Valence Alixan Tgv,130,326,0,25,25.07466667,2.222290389
2021-06-01,Paris Montparnasse,Toulouse Matabiau,268,207,3,18,56.26018518518521,5.475081699
2021-06-01,Tours,Paris Montparnasse,77,150,0,16,13.734375,2.623444444
2021-06-01,Lausanne,Paris Lyon,227,86,0,0,0.0,-0.481395349
2021-06-01,Macon Loche,Paris Lyon,96,255,0,66,26.72525253,7.913986928
2021-06-01,Paris Lyon,Aix En Provence Tgv,182,393,2,57,50.05409356725151,8.6342711
2021-06-01,Dunkerque,Paris Nord,128,166,0,19,31.89210526,5.211616162
2021-06-01,Grenoble,Paris Lyon,181,179,0,23,29.07391304,4.266387337
2021-06-01,Paris Lyon,Grenoble,183,180,0,16,41.09375,4.427777778
2021-06-01,Paris Nord,Douai,71,139,0,18,18.01481481,3.220263789
2021-06-01,Paris Nord,Dunkerque,130,166,2,16,27.3125,2.740853659
2021-06-01,Strasbourg,Paris Est,123,384,1,30,49.35611111,3.7810269799825895
2021-06-01,Paris Lyon,Zurich,244,76,0,7,30.76904762,4.970394737
2021-06-01,Avignon Tgv,Paris Lyon,165,454,0,71,42.3584507,6.608406755
2021-06-01,Laval,Paris Montparnasse,84,236,0,36,22.25277778,4.0625
2021-06-01,Lille,Lyon Part Dieu,185,297,0,38,30.66781144781141,5.081257014590332
2021-06-01,Lyon Part Dieu,Paris Lyon,118,658,1,74,35.20900901,4.768346056
2021-06-01,Paris Lyon,Perpignan,301,187,2,23,54.27826087,7.968468468
2021-06-01,Paris Lyon,Saint Etienne Chateaucreux,178,70,2,5,25.73666667,2.269607843
2021-06-01,Paris Montparnasse,Bordeaux St Jean,147,847,0,46,31.11086957,1.790928768
2021-06-01,Paris Montparnasse,Poitiers,101,446,0,24,27.45277778,2.173430493
2021-07-01,Paris Lyon,Nice Ville,354,317,1,37,44.33918919,6.004061181
2021-07-01,Paris Montparnasse,Angouleme,135,252,3,24,31.38541667,4.06961178
2021-07-01,Italie,Paris Lyon,446,57,1,26,28.20512821,16.13869048
2021-07-01,Paris Lyon,Zurich,243,115,1,14,42.28095238,7.071783626
2021-07-01,Dunkerque,Paris Nord,131,172,12,7,39.07380952,2.978406709
2021-07-01,Lyon Part Dieu,Marne La Vallee,108,385,3,72,37.17986111,8.029046369
2021-07-01,Lyon Part Dieu,Rennes,234,87,1,14,79.00357143,15.295155038759702
2021-07-01,Marseille St Charles,Paris Lyon,200,514,0,37,44.42837838,3.576023392
2021-07-01,Paris Est,Reims,46,192,1,13,21.62307692,1.788656195
2021-07-01,Paris Lyon,Bellegarde (Ain),163,201,0,26,31.23269231,5.398092869
2021-07-01,Paris Montparnasse,Nantes,138,551,5,56,36.72589286,4.026422018
2021-07-01,Paris Montparnasse,Quimper,228,250,1,40,58.21249999999999,9.632653061
2021-07-01,Macon Loche,Paris Lyon,98,201,1,37,22.10315315,4.645561139
2021-07-01,Nimes,Paris Lyon,177,329,1,70,42.23452381,8.486016512
2021-07-01,Paris Lyon,Marseille St Charles,195,537,0,47,42.04361702,5.510986965
2021-07-01,Paris Montparnasse,Brest,230,224,2,16,65.125,5.371621622
2021-07-01,Tourcoing,Bordeaux St Jean,303,31,0,3,43.01666667,2.660752688
2021-07-01,Paris Lyon,Macon Loche,97,150,0,17,22.63235294,3.385
2021-07-01,Poitiers,Paris Montparnasse,95,465,11,65,33.28128205,5.814537445
2021-07-01,Stuttgart,Paris Est,205,145,0,9,0.0,2.430885781
2021-07-01,Aix En Provence Tgv,Paris Lyon,189,421,0,36,46.09953704,3.93317498
2021-07-01,Lille,Paris Nord,69,585,14,54,15.433665716999014,1.5840772840418311
2021-07-01,Paris Montparnasse,St Pierre Des Corps,69,451,5,51,29.57712418,3.9931240657697606
2021-07-01,Angers Saint Laud,Paris Montparnasse,97,492,2,69,47.24830918,7.064168378
2021-07-01,Rennes,Paris Montparnasse,100,793,10,111,35.11156156,5.573230373
2021-07-01,Toulon,Paris Lyon,244,361,0,32,37.55572917,3.020729455
2021-07-01,Bordeaux St Jean,Paris Montparnasse,143,930,8,134,56.25087065,9.72155266
2021-07-01,Chambery Challes Les Eaux,Paris Lyon,194,164,1,50,28.071666666666697,9.942535787
2021-07-01,La Rochelle Ville,Paris Montparnasse,174,236,4,23,46.67608696,5.764152298850581
2021-07-01,Geneve,Paris Lyon,193,154,0,10,23.555,2.835497835
2021-07-01,Bordeaux St Jean,Tourcoing,319,31,0,5,73.0,8.612903226
2021-07-01,Nantes,Strasbourg,326,57,0,8,112.6020833,15.32678571
2021-07-01,Paris Montparnasse,Toulouse Matabiau,268,242,2,37,42.025225225225206,7.530902778
2021-07-01,Saint Etienne Chateaucreux,Paris Lyon,173,118,0,7,18.9047619,1.88908046
2021-07-01,Francfort,Paris Est,238,163,4,15,36.00222222,4.739278132
2021-07-01,Paris Lyon,Geneve,192,182,0,20,35.81833333,4.602930403
2021-07-01,Brest,Paris Montparnasse,230,244,2,21,42.46349206,5.212203626
2021-07-01,Le Creusot Montceau Montchanin,Paris Lyon,81,203,0,28,21.04345238,2.995957096
2021-07-01,Paris Lyon,Perpignan,303,258,5,50,43.152,10.28636364
2021-07-01,Paris Lyon,Saint Etienne Chateaucreux,176,118,1,6,19.62222222,0.459116809
2021-07-01,Paris Nord,Dunkerque,132,159,2,13,24.0,2.834394904
2021-07-01,Perpignan,Paris Lyon,309,270,1,49,45.11258503,8.512357414
2021-07-01,Paris Est,Francfort,235,173,4,17,25.61078431,5.123668639
2021-07-01,Zurich,Paris Lyon,244,122,0,9,37.50555556,2.280853994
2021-07-01,Paris Lyon,Grenoble,181,145,0,11,35.81818182,3.444827586
2021-07-01,Paris Lyon,Montpellier,207,320,1,41,34.81666667,5.963113898
2021-07-01,Quimper,Paris Montparnasse,227,254,5,25,50.516,6.922446237
2021-07-01,Toulouse Matabiau,Paris Montparnasse,263,229,0,38,73.20219298,13.726315789473702
2021-07-01,Nice Ville,Paris Lyon,357,308,0,28,32.75238095,2.55917481
2021-07-01,Paris Lyon,Chambery Challes Les Eaux,187,132,0,9,36.59259259,5.732828283
2021-07-01,Le Mans,Paris Montparnasse,60,410,3,78,37.47970085,7.219396195
2021-07-01,Marseille St Charles,Tourcoing,301,31,0,4,43.75,6.903225806
2021-07-01,Paris Lyon,Nimes,177,321,1,64,25.61041667,6.139479167
2021-07-01,Paris Montparnasse,Poitiers,103,500,5,50,29.695,3.862996633
2021-07-01,Paris Montparnasse,St Malo,163,122,2,13,39.98461538,4.465277778
2021-07-01,Besancon Franche Comte Tgv,Paris Lyon,133,154,0,6,47.75555556,0.818736383
2021-07-01,Lille,Lyon Part Dieu,185,359,1,37,36.62499800876142,4.921112192782495
2021-07-01,Marne La Vallee,Marseille St Charles,213,286,0,41,43.23333333,7.430710955710959
2021-07-01,Paris Montparnasse,Tours,79,139,2,20,31.3425,5.541727494
2021-07-01,Paris Est,Stuttgart,199,144,2,0,0.0,0.0
2021-07-01,Lille,Marseille St Charles,299,228,0,30,43.64156314699794,6.664438455505798
2021-07-01,Lyon Part Dieu,Montpellier,115,245,0,48,51.92326389,10.85965986
2021-07-01,Paris Est,Metz,86,239,0,24,16.10625,1.908298466
2021-07-01,Paris Montparnasse,Rennes,104,773,6,75,48.52177778,4.954150369
2021-07-01,Rennes,Lyon Part Dieu,240,91,0,9,63.3037037,5.92
2021-07-01,Douai,Paris Nord,75,171,4,20,12.72916667,1.916164659
2021-07-01,Vannes,Paris Montparnasse,157,306,5,44,37.73560606,6.821555555555559
2021-07-01,Avignon Tgv,Paris Lyon,166,465,0,48,35.00243056,3.907419355
2021-07-01,Dijon Ville,Paris Lyon,98,303,0,20,37.7625,1.706810631
2021-07-01,Nantes,Paris Montparnasse,136,536,3,73,48.78744292,7.672357724
2021-07-01,Paris Lyon,Toulon,237,406,0,44,43.06704545,4.983128079
2021-07-01,St Malo,Paris Montparnasse,168,114,0,15,31.438888888888904,4.324853801
2021-07-01,Marne La Vallee,Lyon Part Dieu,108,417,1,41,33.86747967,4.52431891
2021-07-01,Reims,Paris Est,46,192,0,7,20.74761905,1.068229167
2021-07-01,Paris Lyon,Lyon Part Dieu,120,569,0,36,29.19351852,1.9305213825424703
2021-07-01,Paris Montparnasse,Vannes,157,302,1,60,41.89166667,9.18013468
2021-07-01,Lausanne,Paris Lyon,225,121,0,8,50.97291667,4.268181818
2021-07-01,Bellegarde (Ain),Paris Lyon,163,177,0,20,18.58333333,2.378907721
2021-07-01,Marseille St Charles,Lyon Part Dieu,103,443,1,51,33.50522876,5.737292609
2021-07-01,Paris Lyon,Valence Alixan Tgv,131,416,1,52,26.39519231,3.9451807228915694
2021-07-01,Paris Lyon,Italie,441,58,3,11,33.59090909,6.054545455
2021-07-01,Grenoble,Paris Lyon,179,136,0,11,26.43939394,2.299754902
2021-07-01,Paris Est,Strasbourg,125,510,1,21,43.3515873,0.919155206
2021-07-01,Paris Montparnasse,Bordeaux St Jean,146,930,8,109,36.17798165,4.852205351
2021-07-01,Tours,Paris Montparnasse,78,121,4,15,17.18222222,3.191452991
2021-07-01,Valence Alixan Tgv,Paris Lyon,133,465,1,86,40.72751938,7.538322487
2021-07-01,Paris Lyon,Aix En Provence Tgv,183,409,0,38,43.36184211,5.531010595
2021-07-01,Paris Nord,Lille,68,567,2,39,17.810785189596984,0.5482890855457203
2021-07-01,Strasbourg,Nantes,322,56,0,11,58.93484848,13.31696429
2021-07-01,Paris Montparnasse,Angers Saint Laud,98,511,6,52,30.49551282,3.743168317
2021-07-01,Arras,Paris Nord,50,505,24,64,14.56432292,2.3033957033957004
2021-07-01,Marseille St Charles,Lille,284,199,0,35,62.35465374228397,11.248241206030142
2021-07-01,Montpellier,Lyon Part Dieu,114,190,1,29,45.94482759,8.438800705
2021-07-01,Paris Est,Nancy,95,249,0,16,28.65520833,2.239959839
2021-07-01,Strasbourg,Paris Est,123,479,1,34,30.3254902,1.923396095
2021-07-01,Annecy,Paris Lyon,237,137,1,21,29.34365079,5.912622549
2021-07-01,Laval,Paris Montparnasse,87,247,3,41,37.01626016,6.601775956
2021-07-01,Marseille St Charles,Marne La Vallee,212,284,1,43,54.60310078,9.529564193
2021-07-01,Nancy,Paris Est,94,258,0,17,21.46764706,1.401421189
2021-07-01,Paris Nord,Douai,70,138,0,16,12.63020833,2.441908213
2021-07-01,Montpellier,Paris Lyon,208,329,1,60,46.99277778,9.696267894
2021-07-01,Paris Lyon,Mulhouse Ville,170,237,0,21,33.6031746,3.572292546
2021-07-01,Paris Nord,Arras,48,488,0,43,15.12596899,1.585826503
2021-07-01,Lyon Part Dieu,Paris Lyon,120,578,1,43,25.389534883720906,2.310976314
2021-07-01,Paris Lyon,Avignon Tgv,161,463,0,52,35.77371795,4.97537797
2021-07-01,Paris Lyon,Besancon Franche Comte Tgv,130,147,0,8,27.39791667,1.938548753
2021-07-01,Paris Lyon,Dijon Ville,96,337,0,20,33.01333333,2.249950544
2021-07-01,Paris Lyon,Le Creusot Montceau Montchanin,81,208,0,10,30.32166667,1.059935897
2021-07-01,Barcelona,Paris Lyon,405,60,0,16,0.0,12.05621469
2021-07-01,Paris Montparnasse,Le Mans,63,441,6,66,28.13358586,3.773103448
2021-07-01,Paris Lyon,Lausanne,227,121,0,16,36.01041667,5.600550964
2021-07-01,Metz,Paris Est,86,241,2,35,21.47047619,3.423849372
2021-07-01,Paris Lyon,Annecy,225,134,1,9,36.83333333,5.488721805
2021-07-01,Paris Montparnasse,La Rochelle Ville,180,228,3,27,32.25925926,5.253333333
2021-07-01,Lyon Part Dieu,Lille,190,327,0,57,35.60965832,7.880937818552497
2021-07-01,Paris Montparnasse,Laval,90,237,4,24,38.44652778,4.753576538
2021-07-01,St Pierre Des Corps,Paris Montparnasse,64,464,12,76,19.23991228,3.987053571
2021-07-01,Paris Lyon,Barcelona,397,61,1,0,0.0,0.0
2021-07-01,Angouleme,Paris Montparnasse,131,260,4,43,45.57751937984499,7.302493438
2021-07-01,Lyon Part Dieu,Marseille St Charles,105,482,0,100,31.88083333,8.232399723
2021-07-01,Mulhouse Ville,Paris Lyon,171,236,0,15,36.85333333,1.584392655
2021-08-01,Francfort,Paris Est,238,175,3,20,42.93833333,6.951862745
2021-08-01,Bellegarde (Ain),Paris Lyon,164,179,1,24,24.62361111,4.738857678
2021-08-01,Paris Lyon,Mulhouse Ville,170,241,0,8,22.85625,1.602627939
2021-08-01,Zurich,Paris Lyon,244,100,0,2,24.03333333,-0.319833333
2021-08-01,Aix En Provence Tgv,Paris Lyon,191,422,0,35,32.94380952,3.489336493
2021-08-01,Arras,Paris Nord,50,510,1,73,17.0913242,2.929986877
2021-08-01,Vannes,Paris Montparnasse,157,314,0,23,30.75797101,2.941666667
2021-08-01,Rennes,Lyon Part Dieu,240,92,0,1,255.8666667,2.9697802197802194
2021-08-01,Strasbourg,Nantes,321,58,0,4,48.975,4.341666667
2021-08-01,Paris Lyon,Marseille St Charles,196,533,0,56,38.07827381,5.827642276
2021-08-01,Paris Montparnasse,Poitiers,102,497,0,24,24.90902778,1.797250168
2021-08-01,Italie,Paris Lyon,448,67,1,34,28.79264706,17.33564103
2021-08-01,Le Creusot Montceau Montchanin,Paris Lyon,83,196,0,39,19.01196581,4.322766323
2021-08-01,Paris Lyon,Valence Alixan Tgv,133,408,0,52,30.62788462,4.655473856
2021-08-01,Paris Montparnasse,Le Mans,63,447,0,29,25.63965517,0.267263236
2021-08-01,Quimper,Paris Montparnasse,227,258,0,10,39.08833333,2.159662776
2021-08-01,St Pierre Des Corps,Paris Montparnasse,63,465,0,31,26.21129032,1.67265233
2021-08-01,Bordeaux St Jean,Paris Montparnasse,142,945,2,109,33.74510703,4.325980912
2021-08-01,Chambery Challes Les Eaux,Paris Lyon,195,171,1,51,28.01862745,11.47366864
2021-08-01,Lille,Paris Nord,68,596,0,64,18.42283446968981,2.017797351519095
2021-08-01,Lyon Part Dieu,Rennes,235,88,1,10,42.49,7.348850575
2021-08-01,Paris Lyon,Bellegarde (Ain),164,201,0,28,31.91607143,5.921393034825871
2021-08-01,Paris Montparnasse,Angouleme,135,254,0,22,29.78939394,3.057808399
2021-08-01,Angers Saint Laud,Paris Montparnasse,97,497,0,40,36.79125,3.066801347
2021-08-01,Nimes,Paris Lyon,180,327,0,71,29.97488263,7.854218107
2021-08-01,Annecy,Paris Lyon,238,138,0,32,26.00208333,8.362318841
2021-08-01,Geneve,Paris Lyon,194,157,0,10,34.145,4.703715499
2021-08-01,Paris Lyon,Lausanne,228,114,0,11,34.93636364,4.661403509
2021-08-01,Lille,Marseille St Charles,301,224,0,28,44.80928571428573,5.814657738095241
2021-08-01,Le Mans,Paris Montparnasse,60,435,0,45,25.461851851851897,2.624559387
2021-08-01,Paris Lyon,Zurich,243,100,0,8,28.52708333333329,4.172
2021-08-01,Bordeaux St Jean,Tourcoing,318,31,0,1,29.0,-2.548387097
2021-08-01,Laval,Paris Montparnasse,87,268,0,28,20.9297619,2.179850746
2021-08-01,Rennes,Paris Montparnasse,100,825,0,72,26.57916667,2.252947154
2021-08-01,Tours,Paris Montparnasse,77,121,0,6,14.74444444,0.576610644
2021-08-01,Lausanne,Paris Lyon,227,130,0,8,54.84791667,4.981025641
2021-08-01,Lille,Lyon Part Dieu,186,357,0,45,33.26711804455703,6.001926892
2021-08-01,Paris Lyon,Chambery Challes Les Eaux,188,138,0,16,27.778125,6.123671498
2021-08-01,St Malo,Paris Montparnasse,168,118,0,9,26.333333333333304,1.894491525
2021-08-01,Toulouse Matabiau,Paris Montparnasse,262,242,0,36,53.081481481481504,8.562052342
2021-08-01,Marseille St Charles,Tourcoing,299,31,0,7,26.14285714,6.838709677
2021-08-01,Paris Montparnasse,Laval,90,235,0,13,27.656410256410304,2.114113475
2021-08-01,Paris Montparnasse,Rennes,104,779,0,34,26.11960784,1.132862644
2021-08-01,Angouleme,Paris Montparnasse,131,256,1,19,26.83508772,1.995098039
2021-08-01,Paris Lyon,Nice Ville,355,307,0,25,67.566,6.361400651
2021-08-01,Paris Est,Francfort,233,177,9,19,32.92894737,6.023015873
2021-08-01,Marseille St Charles,Marne La Vallee,213,283,1,48,40.29340278,8.6428487
2021-08-01,Paris Est,Reims,46,192,0,10,39.21833333,2.369357639
2021-08-01,Paris Lyon,Annecy,225,133,0,16,33.96875,7.135338346
2021-08-01,Paris Lyon,Besancon Franche Comte Tgv,131,151,1,6,16.38611111,0.531333333
2021-08-01,Paris Nord,Douai,70,142,1,15,15.70333333,2.177541371
2021-08-01,Barcelona,Paris Lyon,407,61,0,18,0.0,11.1204918
2021-08-01,Mulhouse Ville,Paris Lyon,171,232,0,7,22.02619048,-0.004166667
2021-08-01,Paris Lyon,Macon Loche,98,144,0,9,27.52592593,3.003819444
2021-08-01,Paris Lyon,Perpignan,305,249,0,34,32.38284314,6.025033467
2021-08-01,Poitiers,Paris Montparnasse,96,471,1,40,22.0125,2.016025641
2021-08-01,Valence Alixan Tgv,Paris Lyon,135,461,0,100,29.370333333333303,7.269970951343499
2021-08-01,Avignon Tgv,Paris Lyon,168,472,0,61,28.34125683,4.67930791
2021-08-01,Paris Lyon,Aix En Provence Tgv,185,405,0,45,33.93481481,5.382139918
2021-08-01,Paris Lyon,Saint Etienne Chateaucreux,172,119,0,6,24.01944444,2.497759104
2021-08-01,La Rochelle Ville,Paris Montparnasse,174,237,0,13,70.05128205,4.297679325
2021-08-01,Marseille St Charles,Lyon Part Dieu,103,441,1,50,29.734,4.612984055
2021-08-01,Montpellier,Lyon Part Dieu,114,191,1,25,34.70733333,5.479717813
2021-08-01,Nantes,Strasbourg,327,57,0,4,30.12916667,3.303216374
2021-08-01,Nice Ville,Paris Lyon,360,314,0,32,40.178125,4.296496815
2021-08-01,Paris Lyon,Dijon Ville,97,348,0,15,20.17111111,0.755938697
2021-08-01,Paris Montparnasse,St Pierre Des Corps,68,444,0,22,22.31515152,1.159984985
2021-08-01,Paris Montparnasse,Vannes,157,300,0,23,19.63043478,1.876666667
2021-08-01,Paris Nord,Dunkerque,131,177,0,8,27.1875,1.607344633
2021-08-01,Perpignan,Paris Lyon,312,270,0,54,32.51481481,7.765617283950621
2021-08-01,Saint Etienne Chateaucreux,Paris Lyon,170,119,0,8,31.5,3.559745763
2021-08-01,Besancon Franche Comte Tgv,Paris Lyon,133,156,0,3,29.972222222222204,0.394516129
2021-08-01,Lyon Part Dieu,Montpellier,115,246,1,29,33.14137931,3.91170068
2021-08-01,Marne La Vallee,Lyon Part Dieu,109,413,0,53,30.767295597484303,5.660330912025829
2021-08-01,Paris Lyon,Avignon Tgv,162,448,0,56,31.9375,4.683333333
2021-08-01,Paris Lyon,Grenoble,182,148,0,17,37.76470588,5.719594595
2021-08-01,Stuttgart,Paris Est,204,150,0,9,0.0,2.461904762
2021-08-01,Lyon Part Dieu,Lille,189,323,1,79,34.63050881069754,9.498994043078714
2021-08-01,Lyon Part Dieu,Marseille St Charles,105,478,0,65,31.57615385,5.108805031
2021-08-01,Paris Montparnasse,Quimper,228,247,1,12,28.41666667,1.62195122
2021-08-01,Paris Montparnasse,Tours,79,139,1,8,22.06458333,1.901086957
2021-08-01,Toulon,Paris Lyon,248,367,0,36,40.45185185,4.220663034
2021-08-01,Dunkerque,Paris Nord,131,172,0,17,25.46666667,3.645251938
2021-08-01,Paris Montparnasse,La Rochelle Ville,180,227,0,5,26.2,1.515418502
2021-08-01,Paris Lyon,Geneve,193,184,0,19,38.59298246,6.14365942
2021-08-01,Nancy,Paris Est,97,253,3,20,25.4025,2.6632
2021-08-01,Paris Est,Nancy,97,245,0,19,23.42631579,3.187278912
2021-08-01,Paris Lyon,Lyon Part Dieu,122,573,1,30,25.88944444,1.670600233
2021-08-01,Paris Lyon,Barcelona,399,60,0,0,0.0,0.0
2021-08-01,Paris Lyon,Toulon,238,396,0,38,48.67938596,5.06763468
2021-08-01,Paris Montparnasse,St Malo,162,122,0,6,23.56111111,0.803415301
2021-08-01,Paris Est,Stuttgart,200,151,1,0,0.0,0.0
2021-08-01,Dijon Ville,Paris Lyon,99,302,0,11,45.94545455,1.624166667
2021-08-01,Marne La Vallee,Marseille St Charles,214,281,0,34,41.7254902,5.673309609
2021-08-01,Brest,Paris Montparnasse,229,249,0,14,32.51190476,2.830722892
2021-08-01,Grenoble,Paris Lyon,180,138,0,14,36.37380952,5.21763285
2021-08-01,Lyon Part Dieu,Marne La Vallee,109,383,1,84,31.88293651,8.452330695
2021-08-01,Marseille St Charles,Lille,284,199,1,41,41.92697429,9.449999999999983
2021-08-01,Metz,Paris Est,86,243,1,25,19.496,2.496418733
2021-08-01,Paris Lyon,Montpellier,209,313,0,32,32.5203125,4.644302449
2021-08-01,Paris Lyon,Nimes,178,313,0,56,23.64077381,5.312193823
2021-08-01,Montpellier,Paris Lyon,210,327,0,64,31.81432292,7.854218107
2021-08-01,Paris Est,Metz,86,243,0,20,19.50333333,1.90260631
2021-08-01,Paris Nord,Lille,66,566,1,30,21.13187429854096,1.030766961651918
2021-08-01,Paris Lyon,Italie,443,66,1,5,49.9,2.492307692
2021-08-01,Douai,Paris Nord,75,169,1,21,16.36904762,2.358882236
2021-08-01,Paris Est,Strasbourg,125,519,4,26,23.53141026,0.161941748
2021-08-01,Paris Lyon,Le Creusot Montceau Montchanin,83,207,0,13,21.38333333,1.5520933977455698
2021-08-01,Paris Montparnasse,Bordeaux St Jean,146,916,0,65,27.60282051,1.521179039
2021-08-01,Strasbourg,Paris Est,123,489,1,44,27.78295455,2.43647541
2021-08-01,Tourcoing,Bordeaux St Jean,303,31,0,2,46.14166667,-0.44516129
